basename,M_t,M_i,R_t,R_i,vi,theta,b,B,Lztot,Lzbnd,Lzplanet,Lzdisk,Lw0tot,Lw0bnd,Lw0planet,Lw0disk,Ntot,Nbound,Nplanet,Ndisk,Nmantle,Ncore,Mbound,Mplanet,Mdisk,Mmantle,Mcore,KEtot,KEbnd,KEplanet,KEdisk,KEmantle,KEcore,IEtot,IEbnd,IEplanet,IEdisk,IEmantle,IEcore,GPEtot,GPEbnd,GPEplanet,GPEdisk,GPEmantle,GPEcore,PGPEtot,PGPEbnd,PGPEplanet,PGPEdisk,PGPEmantle,PGPEcore,Etot,Ebnd,Eplanet,Edisk,Emantle,Ecore,Nh_maxtot,Nh_maxbound,Nlost,KElost,IElost,GPElost,PGPElost,Elost,Etot_adjusted,time,RRRmant,RRR50mant,RRmant,RR50mant,U25mant,U50mant,U75mant,Umeanmant,U25meanmant,U75meanmant,deltaU25mant,deltaU50mant,deltaU75mant,deltaUmeanmant,deltaU25meanmant,deltaU75meanmant,S25mant,S50mant,S75mant,Smeanmant,S25meanmant,S75meanmant,deltaS25mant,deltaS50mant,deltaS75mant,deltaSmeanmant,deltaS25meanmant,deltaS75meanmant,T25mant,T50mant,T75mant,Tmeanmant,T25meanmant,T75meanmant,deltaT25mant,deltaT50mant,deltaT75mant,deltaTmeanmant,deltaT25meanmant,deltaT75meanmant,P25mant,P50mant,P75mant,Pmeanmant,P25meanmant,P75meanmant,deltaP25mant,deltaP50mant,deltaP75mant,deltaPmeanmant,deltaP25meanmant,deltaP75meanmant,rho25mant,rho50mant,rho75mant,rhomeanmant,rho25meanmant,rho75meanmant,RRRcore,RRR50core,RRcore,RR50core,U25core,U50core,U75core,Umeancore,U25meancore,U75meancore,deltaU25core,deltaU50core,deltaU75core,deltaUmeancore,deltaU25meancore,deltaU75meancore,S25core,S50core,S75core,Smeancore,S25meancore,S75meancore,deltaS25core,deltaS50core,deltaS75core,deltaSmeancore,deltaS25meancore,deltaS75meancore,T25core,T50core,T75core,Tmeancore,T25meancore,T75meancore,deltaT25core,deltaT50core,deltaT75core,deltaTmeancore,deltaT25meancore,deltaT75meancore,P25core,P50core,P75core,Pmeancore,P25meancore,P75meancore,deltaP25core,deltaP50core,deltaP75core,deltaPmeancore,deltaP25meancore,deltaP75meancore,rho25core,rho50core,rho75core,rhomeancore,rho25meancore,rho75meancore,miscMtot,miscMmant,miscMcore,miscmantfrac,misccorefrac,radiusmeanPlist,P25profile,P50profile,P75profile,P25model,P50model,P75model,T0,r0,rho0,P0,u0,s0,PCMB0,TCMB0mant,TCMB0core,K,Lzstar,P25profileCMB,P50profileCMB,P75profileCMB,TCMB25,TCMB50,TCMB75,TCMBmean,TCMB25mean,TCMB75mean,PCMB25,PCMB50,PCMB75,PCMBmean,PCMB25mean,PCMB75mean,CMBrubie,CMBrubieFF,P_CMBrubie,P_CMBrubieFF,T_CMBrubie,HERCparams,HERCp,HERC_PCMB,HERC_Lz,HERC_r,HERC_P,HERC_U,HERC_rho,HERC_T,HERC_I,HERC_w,HERC_PGPE,HERC_M,HERC_E,HERC_KErot,HERC_PGPEtot,HERC_Utot,HERC_Itot,Phase_0,Phase_1,Phase_2,Phase_3,Phase_4,Phase_5,Phase_6,Phase_7,Phase_8,NmantPhase_0,NmantPhase_1,NmantPhase_2,NmantPhase_3,NmantPhase_4,NmantPhase_5,NmantPhase_6,NmantPhase_7,NmantPhase_8,NmantPhaseFrac_0,NmantPhaseFrac_1,NmantPhaseFrac_2,NmantPhaseFrac_3,NmantPhaseFrac_4,NmantPhaseFrac_5,NmantPhaseFrac_6,NmantPhaseFrac_7,NmantPhaseFrac_8,MmantPhase_0,MmantPhase_1,MmantPhase_2,MmantPhase_3,MmantPhase_4,MmantPhase_5,MmantPhase_6,MmantPhase_7,MmantPhase_8,MmantPhaseFrac_0,MmantPhaseFrac_1,MmantPhaseFrac_2,MmantPhaseFrac_3,MmantPhaseFrac_4,MmantPhaseFrac_5,MmantPhaseFrac_6,MmantPhaseFrac_7,MmantPhaseFrac_8,RRRminmantPhase_0,RRRminmantPhase_1,RRRminmantPhase_2,RRRminmantPhase_3,RRRminmantPhase_4,RRRminmantPhase_5,RRRminmantPhase_6,RRRminmantPhase_7,RRRminmantPhase_8,RRRminmantEqPhase_0,RRRminmantEqPhase_1,RRRminmantEqPhase_2,RRRminmantEqPhase_3,RRRminmantEqPhase_4,RRRminmantEqPhase_5,RRRminmantEqPhase_6,RRRminmantEqPhase_7,RRRminmantEqPhase_8,RRRmaxmantPhase_0,RRRmaxmantPhase_1,RRRmaxmantPhase_2,RRRmaxmantPhase_3,RRRmaxmantPhase_4,RRRmaxmantPhase_5,RRRmaxmantPhase_6,RRRmaxmantPhase_7,RRRmaxmantPhase_8,RRRmaxmantEqPhase_0,RRRmaxmantEqPhase_1,RRRmaxmantEqPhase_2,RRRmaxmantEqPhase_3,RRRmaxmantEqPhase_4,RRRmaxmantEqPhase_5,RRRmaxmantEqPhase_6,RRRmaxmantEqPhase_7,RRRmaxmantEqPhase_8,NcorePhase_0,NcorePhase_1,NcorePhase_2,NcorePhase_3,NcorePhase_4,NcorePhase_5,NcorePhase_6,NcorePhase_7,NcorePhase_8,NcorePhaseFrac_0,NcorePhaseFrac_1,NcorePhaseFrac_2,NcorePhaseFrac_3,NcorePhaseFrac_4,NcorePhaseFrac_5,NcorePhaseFrac_6,NcorePhaseFrac_7,NcorePhaseFrac_8,McorePhase_0,McorePhase_1,McorePhase_2,McorePhase_3,McorePhase_4,McorePhase_5,McorePhase_6,McorePhase_7,McorePhase_8,McorePhaseFrac_0,McorePhaseFrac_1,McorePhaseFrac_2,McorePhaseFrac_3,McorePhaseFrac_4,McorePhaseFrac_5,McorePhaseFrac_6,McorePhaseFrac_7,McorePhaseFrac_8,RRRmincorePhase_0,RRRmincorePhase_1,RRRmincorePhase_2,RRRmincorePhase_3,RRRmincorePhase_4,RRRmincorePhase_5,RRRmincorePhase_6,RRRmincorePhase_7,RRRmincorePhase_8,RRRmaxcorePhase_0,RRRmaxcorePhase_1,RRRmaxcorePhase_2,RRRmaxcorePhase_3,RRRmaxcorePhase_4,RRRmaxcorePhase_5,RRRmaxcorePhase_6,RRRmaxcorePhase_7,RRRmaxcorePhase_8,RRLz,Lz25,Lz50,Lz75,Lzmean,Lzsum,Isum,Isumtot,Etot0,Ntot0,GPEmin,Nsnap,B_crit,theta_crit,label,QR,QprimeR,QS,QstarprimeR,QstarS,QSstandard,QstarSstandard,outcomemarker,thetamarker,sizemarker,ratiomarker,
./data/moon0.01x.005v1.15th10,1.000728376e-02,4.999976777e-03,2.464603846e-01,1.961228849e-01,1.150000000e+00,1.000000000e+01,1.736481777e-01,7.685377821e-02,6.479771488e-04,6.317849207e-04,6.210119110e-04,1.077300968e-05,6.464990052e-04,4.560401229e-04,4.478620027e-04,8.178120258e-06,2.060870000e+05,2.041500000e+05,2.028570000e+05,1.293000000e+03,1.406360000e+05,6.222100000e+04,1.477087176e-02,1.467773621e-02,9.313554602e-05,1.017623787e-02,4.501498338e-03,2.857097525e+27,2.305998794e+27,2.269061648e+27,3.693714560e+25,2.024067787e+27,2.449938610e+26,2.848290163e+29,2.820095559e+29,2.789460642e+29,3.063491688e+27,2.218952025e+29,5.705086169e+28,-1.834519930e+29,-1.834373271e+29,-1.828240250e+29,-6.133020587e+26,-1.160292617e+29,-6.679476337e+28,6.766233691e+28,6.531679347e+28,6.435459184e+28,9.622016293e+26,5.533387573e+28,9.020716109e+27,3.553484508e+29,3.496323481e+29,3.455697177e+29,4.062630463e+27,2.792531460e+29,6.631657166e+28,2.231000000e+03,3.710000000e+02,1.065000000e+03,1.432787500e+27,1.807469422e+27,-4.839919155e+24,1.292848733e+27,4.533105655e+27,3.598815564e+29,1.728000000e+05,1.812085659e+06,1.812087561e+06,1.809150079e+06,1.809801032e+06,4.872127000e+06,5.291773000e+06,5.565624500e+06,5.221820000e+06,4.774387000e+06,5.669252000e+06,2.064230875e+06,2.475271375e+06,2.756666188e+06,2.412774000e+06,1.965097875e+06,2.860449500e+06,3.751866448e+03,3.909051858e+03,4.004419478e+03,3.871693724e+03,3.706939931e+03,4.036447518e+03,9.312655625e+02,1.088664689e+03,1.184241286e+03,1.051463673e+03,8.867427973e+02,1.216184549e+03,2.558386761e+03,2.804730785e+03,2.956796490e+03,2.761336448e+03,2.507784915e+03,3.014887980e+03,3.731239378e+02,6.197842174e+02,7.943239669e+02,5.830454698e+02,3.255430686e+02,8.405478709e+02,8.343637400e+07,1.166032440e+08,1.394204120e+08,1.133935920e+08,7.835456000e+07,1.484326080e+08,-1.020412512e+09,-5.514394560e+08,-5.766895600e+07,-6.335582720e+08,-1.100715264e+09,-1.664012640e+08,2.538690491e+03,2.583082275e+03,2.651552429e+03,2.594873047e+03,2.522180420e+03,2.667565430e+03,1.167829164e+06,1.138428768e+06,1.164325569e+06,1.136030583e+06,1.954779375e+06,2.343494500e+06,2.515371500e+06,2.353260000e+06,2.034408500e+06,2.678754250e+06,3.015611250e+05,6.760145000e+05,8.540226250e+05,6.890100625e+05,3.736468125e+05,1.010943438e+06,2.076115009e+03,2.227083688e+03,2.286593175e+03,2.220549587e+03,2.106723611e+03,2.336746937e+03,1.332667285e+02,2.792844403e+02,3.431103928e+02,2.755268817e+02,1.625740800e+02,3.908328667e+02,2.510774180e+03,2.887201906e+03,3.049523955e+03,2.858860176e+03,2.580385585e+03,3.143136322e+03,3.049788090e+02,5.853928354e+02,7.764315277e+02,6.011322959e+02,3.366537692e+02,8.711207919e+02,8.086733440e+08,1.586919936e+09,2.092844160e+09,1.379294720e+09,7.460989440e+08,2.025682304e+09,-3.303230208e+09,-2.400764928e+09,-5.203596800e+08,-2.051991296e+09,-3.351144192e+09,-7.257725440e+08,5.372465820e+03,5.692238770e+03,6.076337891e+03,5.447871582e+03,4.928234375e+03,5.978334473e+03,1.477087176e-02,2.109438310e-05,8.101124396e-07,2.054106151e-03,1.799650647e-04,1.812101798e+06,7.160977860e+07,1.006096422e+08,1.332958792e+08,3.000000000e+00,3.000000000e+00,3.000000000e+00,2.161814270e+03,1.570199110e+06,3.046536750e+03,1.000000000e+05,2.806986590e+06,2.820102040e+03,3.317626930e+09,2.248135970e+03,2.248172050e+03,3.553331321e-01,1.518582458e-03,3.411421580e+09,4.264882404e+09,4.904783703e+09,2.424457959e+03,2.438256931e+03,2.518940615e+03,2.473506261e+03,2.423811700e+03,2.523200823e+03,4.092008704e+09,4.315189760e+09,5.442587904e+09,4.811429760e+09,4.075812224e+09,5.547046528e+09,9.060341307e+05,8.993988011e+05,5.419627166e+09,5.415957785e+09,2.126374343e+03,n/a,n/a,4.463205209e+09,6.213578570e-04,1.770374852e+06,1.000000000e+06,2.062009838e+06,3.134944828e+03,1.731287773e+03,8.568766659e+34,2.407473635e-04,2.153833129e+06,6.835919207e+22,2.483198288e+27,2.617833402e+27,1.578895795e+29,1.532435916e+29,9.033351741e+34,0.000000000e+00,1.000000000e+00,2.000000000e+00,3.000000000e+00,4.000000000e+00,5.000000000e+00,6.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,2.310000000e+02,4.560000000e+02,1.187560000e+05,2.197100000e+04,5.150000000e+02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1.627574351e-03,3.212874043e-03,8.367282233e-01,1.548027535e-01,3.628574851e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.910900348e+19,1.964126684e+20,5.132747779e+22,9.487963892e+21,2.218424579e+20,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1.615921564e-03,3.202408006e-03,8.368682487e-01,1.546963940e-01,3.617027706e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,inf,1.503907692e-01,2.490099250e-01,1.405595374e-01,1.404583102e-01,2.616004269e-01,inf,inf,inf,inf,9.581395906e+05,1.723615594e+06,9.478166454e+05,1.097355411e+06,1.771719122e+06,inf,inf,inf,-inf,2.827065484e-01,1.485130204e+01,1.367449294e+01,8.454586200e+00,1.406265353e+01,-inf,-inf,-inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.000000000e+00,2.310000000e+02,4.560000000e+02,1.187560000e+05,2.197100000e+04,5.150000000e+02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.983767538e-01,1.623246171e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,2.684151744e+22,4.323123281e+19,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.983919793e-01,1.608020716e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,inf,inf,inf,inf,3.092490706e-03,1.732615197e-01,inf,inf,inf,-inf,-inf,-inf,-inf,1.832593518e-01,2.461740083e-01,-inf,-inf,-inf,1.812369554e+06,2.863555069e+26,2.863555069e+26,2.863555069e+26,2.863555069e+26,2.863555069e+26,1.370973262e+30,1.041276746e+35,3.598088946e+29,2.071520000e+05,-1.218486998e+24,2.890000000e+02,5.568678293e-01,5.906100434e-01,moon0.01x.005v1.15th10,6.233273128e+05,6.288411863e+05,7.792757742e+05,6.314773363e+05,7.825425574e+05,5.133374861e+05,8.106047109e+05,o,P,o,o,
./data/moon0.01x.005v1th0,1.000728376e-02,4.999976777e-03,2.464603846e-01,1.961228849e-01,1.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,5.726752787e-08,3.240406505e-07,5.141048661e-07,1.900642156e-07,6.434201148e-08,2.967223636e-07,4.482100305e-07,1.514876669e-07,2.071520000e+05,2.057540000e+05,2.052530000e+05,5.010000000e+02,1.430320000e+05,6.222100000e+04,1.488613333e-02,1.484994026e-02,3.619307530e-05,1.034844192e-02,4.501498338e-03,7.588311563e+26,1.128690450e+25,6.412753825e+23,1.064562912e+25,5.586590938e+23,8.261628872e+22,2.788463892e+29,2.765574583e+29,2.753926961e+29,1.164762167e+27,2.174404794e+29,5.795221674e+28,-1.855814558e+29,-1.855723692e+29,-1.854400977e+29,-1.322715157e+26,-1.185547204e+29,-6.688537733e+28,6.621106754e+28,6.452089010e+28,6.404419789e+28,4.766922125e+26,5.530016977e+28,8.744028120e+27,3.458162878e+29,3.410896353e+29,3.394375353e+29,1.652100009e+27,2.727412078e+29,6.669632748e+28,1.728000000e+03,3.300000000e+02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,3.458162878e+29,1.728000000e+05,1.785057511e+06,1.785038435e+06,1.782262888e+06,1.783208671e+06,4.739650000e+06,4.940986500e+06,5.103428000e+06,5.009900500e+06,4.617423000e+06,5.415461500e+06,1.927998750e+06,2.132420500e+06,2.294940250e+06,2.201544500e+06,1.808834625e+06,2.607345000e+06,3.699064393e+03,3.778719111e+03,3.840288209e+03,3.790508131e+03,3.644564190e+03,3.941316869e+03,8.791055113e+02,9.587710343e+02,1.020339484e+03,9.702193359e+02,8.242746279e+02,1.121028867e+03,2.475056206e+03,2.596888273e+03,2.697078668e+03,2.635394783e+03,2.415718638e+03,2.862393466e+03,3.186652490e+02,4.400198678e+02,5.171790378e+02,4.626764688e+02,2.413754010e+02,6.913542389e+02,9.517900800e+07,1.046613600e+08,1.165578800e+08,1.067173040e+08,9.299304800e+07,1.208990240e+08,-7.037118080e+08,-4.107895040e+08,-3.864640000e+06,-4.796334080e+08,-8.691226880e+08,-7.716116800e+07,2.615470703e+03,2.641608154e+03,2.673783936e+03,2.628775146e+03,2.564783691e+03,2.694899414e+03,1.388606174e+06,1.329720466e+06,1.384535181e+06,1.323798831e+06,2.147103812e+06,2.272141500e+06,2.376034875e+06,2.286129750e+06,2.154779000e+06,2.417480750e+06,4.689261250e+05,5.917516250e+05,7.030582812e+05,6.134640625e+05,4.794496562e+05,7.474785000e+05,2.154130907e+03,2.201156621e+03,2.238713951e+03,2.204157847e+03,2.156767285e+03,2.251548409e+03,2.026376006e+02,2.515390906e+02,2.915760498e+02,2.585899934e+02,2.104867129e+02,3.066932740e+02,2.625565978e+03,2.723042385e+03,2.813494496e+03,2.737556038e+03,2.619621195e+03,2.855490882e+03,2.873673199e+02,4.006031093e+02,5.085306668e+02,4.194905038e+02,2.857921473e+02,5.531888604e+02,5.105648633e+04,1.303025625e+05,3.869295680e+08,1.423336160e+08,5.612592188e+04,2.846111040e+08,-5.538894208e+09,-4.718272000e+09,-4.262270080e+09,-4.663878144e+09,-5.691460608e+09,-3.636295680e+09,3.487614014e+03,4.126117432e+03,5.658171631e+03,4.359989746e+03,3.453376221e+03,5.266603027e+03,1.488613333e-02,1.354015335e-05,1.435310702e-07,1.303864156e-03,3.188517676e-05,1.785565048e+06,7.465877420e+07,8.069843119e+07,1.058414426e+08,3.000000000e+00,3.000000000e+00,3.000000000e+00,2.161814270e+03,1.570199110e+06,3.046536750e+03,1.000000000e+05,2.806986590e+06,2.820102040e+03,3.317626930e+09,2.248135970e+03,2.248172050e+03,3.553331321e-01,1.518582458e-03,3.921914502e+09,4.391246587e+09,4.993359486e+09,2.443921633e+03,2.516821002e+03,2.530353871e+03,2.511132995e+03,2.452196120e+03,2.570069870e+03,4.364956448e+09,5.336384448e+09,5.555470528e+09,5.329744768e+09,4.465251328e+09,6.194238592e+09,9.060181027e+05,9.028865098e+05,5.457788598e+09,5.458622834e+09,2.127832719e+03,n/a,n/a,4.607122563e+09,4.898031900e-07,1.727461026e+06,1.000000000e+06,2.061487201e+06,3.135000096e+03,1.731000209e+03,8.072261485e+34,-2.024514759e-07,2.158916769e+06,6.762684187e+22,1.654272766e+21,1.735327026e+21,1.554531399e+29,1.507910371e+29,8.467777383e+34,0.000000000e+00,1.000000000e+00,2.000000000e+00,3.000000000e+00,4.000000000e+00,5.000000000e+00,6.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,9.950000000e+02,7.850000000e+02,1.263340000e+05,1.514300000e+04,2.750000000e+02,0.000000000e+00,0.000000000e+00,1.000000000e+00,0.000000000e+00,6.932203744e-03,5.469125567e-03,8.801738973e-01,1.055018706e-01,1.915935708e-03,0.000000000e+00,0.000000000e+00,6.967038939e-06,0.000000000e+00,4.232754158e+20,3.332703492e+20,5.459934752e+22,6.546263723e+21,1.185972253e+20,0.000000000e+00,0.000000000e+00,4.398269849e+17,0.000000000e+00,6.824689887e-03,5.373491341e-03,8.803337044e-01,1.055488180e-01,1.912204805e-03,0.000000000e+00,0.000000000e+00,7.091559452e-06,inf,1.406062416e-01,2.560337704e-01,1.379272592e-01,1.450001129e-01,2.748436360e-01,inf,inf,1.455491634e-01,inf,1.020650206e+06,1.703547929e+06,9.089679189e+05,1.090352436e+06,1.774417358e+06,inf,inf,inf,-inf,2.795433218e-01,1.424739718e+01,2.804208930e-01,2.848725936e-01,1.396867845e+01,-inf,-inf,1.455491634e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.000000000e+00,9.950000000e+02,7.850000000e+02,1.263340000e+05,1.514300000e+04,2.750000000e+02,0.000000000e+00,0.000000000e+00,1.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.968981534e-01,3.101846643e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,2.680146126e+22,8.328741193e+19,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.969020573e-01,3.097942739e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,inf,inf,inf,inf,4.447516676e-03,1.731555354e-01,inf,inf,inf,-inf,-inf,-inf,-inf,2.174120246e-01,2.746469699e-01,-inf,-inf,-inf,1.785577108e+06,1.915180344e+24,1.915180344e+24,1.915180344e+24,1.915180344e+24,1.915180344e+24,1.402408305e+30,1.013636219e+35,3.457344576e+29,2.071520000e+05,-1.215496463e+24,2.890000000e+02,5.568678293e-01,5.906100434e-01,moon0.01x.005v1th0,4.713250003e+05,4.713250003e+05,7.068148807e+05,4.713250003e+05,7.068148807e+05,5.133374861e+05,6.129336189e+05,o,o,o,o,
./data/moon0.01x.005v1.15th0,1.000728376e-02,4.999976777e-03,2.464603846e-01,1.961228849e-01,1.150000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,2.404769890e-06,2.864985423e-06,6.125027179e-07,2.252482705e-06,1.369906443e-06,2.387716155e-06,1.135173249e-06,1.252542906e-06,2.047310000e+05,2.021240000e+05,1.685630000e+05,3.356100000e+04,1.063420000e+05,6.222100000e+04,1.462796787e-02,1.220301428e-02,2.424953596e-03,7.701515941e-03,4.501498338e-03,7.519845642e+26,5.071220330e+25,1.730722068e+25,3.340498262e+25,1.102604466e+25,6.281176024e+24,2.787622333e+29,2.749228015e+29,2.091673053e+29,6.575549620e+28,1.511908237e+29,5.797648155e+28,-1.801684667e+29,-1.801444939e+29,-1.565232121e+29,-2.362128187e+28,-9.030191585e+28,-6.622129623e+28,6.725812917e+28,6.413142554e+28,4.719273366e+28,1.693869188e+28,3.821716071e+28,8.975572949e+27,3.467723471e+29,3.391049393e+29,2.563773462e+29,8.272759307e+28,1.894190105e+29,6.695833568e+28,2.392000000e+03,5.200000000e+02,2.421000000e+03,4.132005814e+27,4.017037227e+27,-1.498901645e+25,2.910898068e+27,1.105994111e+28,3.578322882e+29,1.728000000e+05,1.786900865e+06,1.785609223e+06,1.783932771e+06,1.783033829e+06,7.234985250e+06,8.178287500e+06,9.790652000e+06,8.458863000e+06,7.230644000e+06,9.781562000e+06,4.425833375e+06,5.370855000e+06,6.982852000e+06,5.650771000e+06,4.422621500e+06,6.973392000e+06,4.499058679e+03,4.736322816e+03,5.094638542e+03,4.780689249e+03,4.494036226e+03,5.089392504e+03,1.679010491e+03,1.916193363e+03,2.274253213e+03,1.960489287e+03,1.673882135e+03,2.269143144e+03,3.809119506e+03,4.212671751e+03,4.798863113e+03,4.273982795e+03,3.798207227e+03,4.786356483e+03,1.622340213e+03,2.039081211e+03,2.632357959e+03,2.098998418e+03,1.622151884e+03,2.612525455e+03,6.604216000e+07,9.737880000e+07,1.394646000e+08,1.007068560e+08,6.745194400e+07,1.365198240e+08,-7.278676800e+08,-4.575800960e+08,-3.104440000e+08,-4.859751040e+08,-7.604276480e+08,-1.904107360e+08,1.835313477e+03,2.109397705e+03,2.267586182e+03,2.061157227e+03,1.858324951e+03,2.279591309e+03,1.077140355e+06,1.040349967e+06,1.066518663e+06,1.030560073e+06,2.044598344e+06,2.262792000e+06,2.444693625e+06,2.259227250e+06,2.071779000e+06,2.446675000e+06,3.921411875e+05,5.885094375e+05,7.787879688e+05,5.934155625e+05,4.068457500e+05,7.799853125e+05,2.113635083e+03,2.196768638e+03,2.261710939e+03,2.192708501e+03,2.123359370e+03,2.262057632e+03,1.707869007e+02,2.488973768e+02,3.188660734e+02,2.481866910e+02,1.771631542e+02,3.192102278e+02,2.577053117e+03,2.813011422e+03,3.002248310e+03,2.797657451e+03,2.588580946e+03,3.006733956e+03,3.960034650e+02,5.159601985e+02,6.905461796e+02,5.211004378e+02,3.275750345e+02,7.146258411e+02,1.137660544e+09,1.357015104e+09,1.824686752e+09,1.422193024e+09,9.418675200e+08,1.902518656e+09,-3.627662272e+09,-3.050488320e+09,-5.366192640e+08,-2.482272256e+09,-3.862478592e+09,-1.102066048e+09,5.642829956e+03,5.703677734e+03,5.942273193e+03,5.574095703e+03,5.231381348e+03,5.916809082e+03,1.462796787e-02,1.894510614e-05,5.816467817e-07,1.870850060e-03,1.292118175e-04,1.785079269e+06,5.405759082e+07,5.598602432e+07,4.329232541e+07,3.000000000e+00,3.000000000e+00,3.000000000e+00,2.161814270e+03,1.570199110e+06,3.046536750e+03,1.000000000e+05,2.806986590e+06,2.820102040e+03,3.317626930e+09,2.248135970e+03,2.248172050e+03,3.553331321e-01,1.518582458e-03,3.609061730e+09,4.160385825e+09,4.712797721e+09,2.417024109e+03,2.421150957e+03,2.473320577e+03,2.527609564e+03,2.417074977e+03,2.638144151e+03,3.664516048e+09,3.949255808e+09,4.504167712e+09,4.719799296e+09,3.628924544e+09,5.810674176e+09,9.062645926e+05,8.459254790e+05,5.367070198e+09,4.783790439e+09,2.124359027e+03,n/a,n/a,4.560676855e+09,2.219160742e-06,1.721065053e+06,1.000000000e+06,2.061677006e+06,3.134980022e+03,1.731104647e+03,7.923954559e+34,9.318253584e-07,2.163369449e+06,6.687869594e+22,3.440178923e+22,3.618779099e+22,1.545799762e+29,1.495370435e+29,8.335334231e+34,0.000000000e+00,1.000000000e+00,2.000000000e+00,3.000000000e+00,4.000000000e+00,5.000000000e+00,6.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,4.450000000e+02,8.980000000e+02,1.170920000e+05,2.108100000e+04,3.870000000e+02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,3.180775251e-03,6.418732979e-03,8.369513163e-01,1.506829732e-01,2.766202297e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1.934843910e+20,3.849769011e+20,5.064351918e+22,9.091487953e+21,1.658582318e+20,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,3.199182295e-03,6.365429682e-03,8.373690975e-01,1.503238950e-01,2.742395476e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,inf,2.497767037e-01,2.544105651e-01,1.413674197e-01,1.398508139e-01,2.749050848e-01,inf,inf,inf,inf,1.604439666e+06,1.624004085e+06,9.018747638e+05,8.932149201e+05,1.755104260e+06,inf,inf,inf,-inf,1.246697065e+01,1.450341770e+01,1.398372192e+01,1.246697873e+01,1.418140726e+01,-inf,-inf,-inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.000000000e+00,4.450000000e+02,8.980000000e+02,1.170920000e+05,2.108100000e+04,3.870000000e+02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.997910673e-01,2.089326755e-04,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,2.687918828e+22,5.560387635e+18,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.997931769e-01,2.068231213e-04,0.000000000e+00,0.000000000e+00,0.000000000e+00,inf,inf,inf,inf,2.387623825e-03,1.755007996e-01,inf,inf,inf,-inf,-inf,-inf,-inf,1.819047589e-01,2.364668030e-01,-inf,-inf,-inf,1.781652971e+06,3.270488413e+24,4.711560622e+24,6.462690336e+24,4.945045517e+24,2.521973214e+26,6.970903872e+31,9.943280194e+34,3.577493015e+29,2.071520000e+05,-1.208544851e+24,2.890000000e+02,5.568678293e-01,5.906100434e-01,moon0.01x.005v1.15th0,6.233273128e+05,6.233273128e+05,9.347626798e+05,6.233273128e+05,9.347626798e+05,5.133374861e+05,8.106047109e+05,o,o,o,o,
