#radius[cm] density[g/cm^3] temperature[K] pressure[dyne/cm^2] sp.energy[erg/g] sp.entropy[erg/g/K] menclosed[g] matID
0.00000000e+00 1.05877743e+01 4.66499462e+03 1.78500520e+12 4.71994470e+10 1.82054304e+07 0.00000000e+00 402
1.68666667e+05 1.05877743e+01 4.66499462e+03 1.78500520e+12 4.71994470e+10 1.82054304e+07 6.38413884e+17 402
3.37333333e+05 1.05877734e+01 4.66499406e+03 1.78500453e+12 4.71994334e+10 1.82054304e+07 3.19206942e+18 402
5.06000000e+05 1.05877715e+01 4.66499282e+03 1.78500304e+12 4.71994033e+10 1.82054304e+07 8.93779392e+18 402
6.74666667e+05 1.05877685e+01 4.66499088e+03 1.78500070e+12 4.71993559e+10 1.82054304e+07 1.91524134e+19 402
8.43333333e+05 1.05877644e+01 4.66498820e+03 1.78499750e+12 4.71992910e+10 1.82054304e+07 3.51127519e+19 402
1.01200000e+06 1.05877592e+01 4.66498480e+03 1.78499341e+12 4.71992082e+10 1.82054304e+07 5.80956304e+19 402
1.18066667e+06 1.05877529e+01 4.66498066e+03 1.78498845e+12 4.71991076e+10 1.82054304e+07 8.93778663e+19 402
1.34933333e+06 1.05877454e+01 4.66497579e+03 1.78498260e+12 4.71989892e+10 1.82054304e+07 1.30236272e+20 402
1.51800000e+06 1.05877368e+01 4.66497018e+03 1.78497587e+12 4.71988528e+10 1.82054304e+07 1.81947656e+20 402
1.68666667e+06 1.05877271e+01 4.66496383e+03 1.78496825e+12 4.71986984e+10 1.82054304e+07 2.45788819e+20 402
1.85533333e+06 1.05877162e+01 4.66495675e+03 1.78495975e+12 4.71985261e+10 1.82054304e+07 3.23036555e+20 402
2.02400000e+06 1.05877042e+01 4.66494892e+03 1.78495035e+12 4.71983358e+10 1.82054304e+07 4.14967650e+20 402
2.19266667e+06 1.05876911e+01 4.66494035e+03 1.78494007e+12 4.71981275e+10 1.82054304e+07 5.22858883e+20 402
2.36133333e+06 1.05876769e+01 4.66493105e+03 1.78492890e+12 4.71979012e+10 1.82054304e+07 6.47987022e+20 402
2.53000000e+06 1.05876615e+01 4.66492100e+03 1.78491684e+12 4.71976569e+10 1.82054304e+07 7.91628824e+20 402
2.69866667e+06 1.05876449e+01 4.66491021e+03 1.78490390e+12 4.71973946e+10 1.82054304e+07 9.55061038e+20 402
2.86733333e+06 1.05876273e+01 4.66489868e+03 1.78489006e+12 4.71971143e+10 1.82054304e+07 1.13956040e+21 402
3.03600000e+06 1.05876085e+01 4.66488641e+03 1.78487533e+12 4.71968159e+10 1.82054304e+07 1.34640362e+21 402
3.20466667e+06 1.05875885e+01 4.66487340e+03 1.78485972e+12 4.71964995e+10 1.82054304e+07 1.57686743e+21 402
3.37333333e+06 1.05875675e+01 4.66485965e+03 1.78484321e+12 4.71961651e+10 1.82054304e+07 1.83222850e+21 402
3.54200000e+06 1.05875452e+01 4.66484515e+03 1.78482582e+12 4.71958127e+10 1.82054304e+07 2.11376352e+21 402
3.71066667e+06 1.05875219e+01 4.66482991e+03 1.78480753e+12 4.71954422e+10 1.82054304e+07 2.42274916e+21 402
3.87933333e+06 1.05874974e+01 4.66481394e+03 1.78478836e+12 4.71950537e+10 1.82054304e+07 2.76046206e+21 402
4.04800000e+06 1.05874718e+01 4.66479722e+03 1.78476829e+12 4.71946471e+10 1.82054304e+07 3.12817884e+21 402
4.21666667e+06 1.05874450e+01 4.66477975e+03 1.78474734e+12 4.71942226e+10 1.82054304e+07 3.52717612e+21 402
4.38533333e+06 1.05874172e+01 4.66476155e+03 1.78472549e+12 4.71937800e+10 1.82054304e+07 3.95873048e+21 402
4.55400000e+06 1.05873881e+01 4.66474261e+03 1.78470275e+12 4.71933193e+10 1.82054304e+07 4.42411851e+21 402
4.72266667e+06 1.05873580e+01 4.66472292e+03 1.78467913e+12 4.71928406e+10 1.82054304e+07 4.92461674e+21 402
