#RRR|Lz25|Lz50|Lz75|Lzmean|
4.535881337e+05|2.234884973e+25|3.347532432e+25|4.606250107e+25|3.258366747e+25|3.258366747e+27
4.562962620e+05|1.946059345e+25|3.659305413e+25|4.697074644e+25|3.241359110e+25|3.241359110e+27
4.593058041e+05|1.970755824e+25|3.562537048e+25|4.640741930e+25|3.166112690e+25|3.166112690e+27
4.618079265e+05|2.358534174e+25|4.005478017e+25|4.833412777e+25|3.516848372e+25|3.516848372e+27
4.642425767e+05|2.316022329e+25|3.842961043e+25|4.847026449e+25|3.408673856e+25|3.408673856e+27
4.666309476e+05|1.897929718e+25|3.413648711e+25|4.718881105e+25|3.215686621e+25|3.215686621e+27
4.692956004e+05|1.354804071e+25|3.711273020e+25|4.856257586e+25|3.188391083e+25|3.188391083e+27
4.720545066e+05|2.695541891e+25|4.501777641e+25|5.174212709e+25|3.791733419e+25|3.791733419e+27
4.742547591e+05|2.703566287e+25|4.403062935e+25|5.031689863e+25|3.727993021e+25|3.727993021e+27
4.766830506e+05|2.856713073e+25|4.126531917e+25|4.926365284e+25|3.742358035e+25|3.742358035e+27
4.790300975e+05|2.172679651e+25|3.529540713e+25|5.071539209e+25|3.430615632e+25|3.430615632e+27
4.812783783e+05|2.363979083e+25|3.831475630e+25|4.885925284e+25|3.543238189e+25|3.543238189e+27
4.833388806e+05|2.670384954e+25|4.424669017e+25|5.173003658e+25|3.822739832e+25|3.822739832e+27
4.855192732e+05|2.765338119e+25|4.076829775e+25|4.895036827e+25|3.697535938e+25|3.697535938e+27
4.874655316e+05|2.712855098e+25|4.522602519e+25|5.343839400e+25|3.971854931e+25|3.971854931e+27
4.898487810e+05|2.459672116e+25|4.000436151e+25|5.380051938e+25|3.772151471e+25|3.772151471e+27
4.920629811e+05|2.703601020e+25|4.616602577e+25|5.458918549e+25|3.997629895e+25|3.997629895e+27
4.943044775e+05|1.912619673e+25|4.199421343e+25|5.427498333e+25|3.647045531e+25|3.647045531e+27
4.966974247e+05|2.874027726e+25|4.427603999e+25|5.620061799e+25|4.029125666e+25|4.029125666e+27
4.990170264e+05|2.331566660e+25|4.334334325e+25|5.368488578e+25|3.847897588e+25|3.847897588e+27
5.010748993e+05|2.847128819e+25|4.453853156e+25|5.652658529e+25|4.000805614e+25|4.000805614e+27
5.032772742e+05|2.456095537e+25|4.151273960e+25|5.512287005e+25|3.802060036e+25|3.802060036e+27
5.055555420e+05|2.472462875e+25|4.438074498e+25|5.776227532e+25|3.936258201e+25|3.936258201e+27
5.076507716e+05|2.395293147e+25|4.922550049e+25|5.846006559e+25|4.118684709e+25|4.118684709e+27
5.095068676e+05|2.536852218e+25|4.427627580e+25|5.651727247e+25|3.983282341e+25|3.983282341e+27
5.115211290e+05|2.836946657e+25|4.794889858e+25|5.886736325e+25|4.213635400e+25|4.213635400e+27
5.135734993e+05|2.832996925e+25|4.877002341e+25|5.741063987e+25|4.256921825e+25|4.256921825e+27
5.156407340e+05|2.500900245e+25|4.741894034e+25|5.889381795e+25|4.189001959e+25|4.189001959e+27
5.176283765e+05|3.610985655e+25|4.896542910e+25|5.903537924e+25|4.511509471e+25|4.511509471e+27
5.195256408e+05|2.366820236e+25|4.161155800e+25|6.099872194e+25|4.085637861e+25|4.085637861e+27
5.213831497e+05|3.357266473e+25|5.064806466e+25|6.016263558e+25|4.443478453e+25|4.443478453e+27
5.234921874e+05|2.759623108e+25|4.953536216e+25|5.901969767e+25|4.318547179e+25|4.318547179e+27
5.255215713e+05|3.540241232e+25|5.043526025e+25|6.121787060e+25|4.535307408e+25|4.535307408e+27
5.273523788e+05|3.578209521e+25|5.252311341e+25|6.258102533e+25|4.749025711e+25|4.749025711e+27
5.292547231e+05|2.270050320e+25|4.367226793e+25|5.991179791e+25|4.061412797e+25|4.061412797e+27
5.310681727e+05|2.766431415e+25|4.822474047e+25|6.281507048e+25|4.325931356e+25|4.325931356e+27
5.332256322e+05|3.521502649e+25|5.430093913e+25|6.481255378e+25|4.742432799e+25|4.742432799e+27
5.348946469e+05|3.162828307e+25|5.486008405e+25|6.502986745e+25|4.696525691e+25|4.696525691e+27
5.366781990e+05|3.066287253e+25|4.614446584e+25|6.239941509e+25|4.434331952e+25|4.434331952e+27
5.388076503e+05|2.559463346e+25|5.021749943e+25|6.408290231e+25|4.376987183e+25|4.376987183e+27
5.408311659e+05|2.504280917e+25|4.769687177e+25|6.597390595e+25|4.409983350e+25|4.409983350e+27
5.425195640e+05|3.065773461e+25|5.056615637e+25|6.366368985e+25|4.532180096e+25|4.532180096e+27
5.444190070e+05|2.975854076e+25|5.877362080e+25|6.789172753e+25|4.808944486e+25|4.808944486e+27
5.461909132e+05|2.597331703e+25|4.766283887e+25|6.222185560e+25|4.338596145e+25|4.338596145e+27
5.481887532e+05|3.665660333e+25|5.608242169e+25|6.507902333e+25|4.943791547e+25|4.943791547e+27
5.499392827e+05|3.886927028e+25|5.955592948e+25|6.765345644e+25|5.093499900e+25|5.093499900e+27
5.515651221e+05|2.711230407e+25|5.199265880e+25|6.947815795e+25|4.659150400e+25|4.659150400e+27
5.529712715e+05|3.347463467e+25|5.838688552e+25|6.876629178e+25|4.898083885e+25|4.898083885e+27
5.546223494e+05|3.667156953e+25|5.500161560e+25|6.701878364e+25|4.927346972e+25|4.927346972e+27
5.564500832e+05|3.719048417e+25|5.650190157e+25|6.903226651e+25|5.140157198e+25|5.140157198e+27
5.581084963e+05|4.526870794e+25|5.595068906e+25|6.933759326e+25|5.313584987e+25|5.313584987e+27
5.598422843e+05|3.106345210e+25|5.645878155e+25|7.002294196e+25|5.065251781e+25|5.065251781e+27
5.618626981e+05|3.139176274e+25|5.247140945e+25|6.872064862e+25|4.837568737e+25|4.837568737e+27
5.634390792e+05|2.402272571e+25|5.656163625e+25|7.021241750e+25|4.856771303e+25|4.856771303e+27
5.651676344e+05|3.136084894e+25|5.037506393e+25|6.748293588e+25|4.758112253e+25|4.758112253e+27
5.667946520e+05|4.057634626e+25|6.295307452e+25|7.168466662e+25|5.531010469e+25|5.531010469e+27
5.683160633e+05|3.129159677e+25|5.701660993e+25|7.165896683e+25|4.981599822e+25|4.981599822e+27
5.701099300e+05|3.750379734e+25|5.810379967e+25|7.159780393e+25|5.168882037e+25|5.168882037e+27
5.717470174e+05|3.200655398e+25|5.734146090e+25|7.442440461e+25|5.147545640e+25|5.147545640e+27
5.736104903e+05|3.376738104e+25|5.979142693e+25|7.355580408e+25|5.060002504e+25|5.060002504e+27
5.753217560e+05|2.997147815e+25|5.799596032e+25|7.424872228e+25|5.195121065e+25|5.195121065e+27
5.769060424e+05|3.541751643e+25|5.849653720e+25|7.489626742e+25|5.305930213e+25|5.305930213e+27
5.785481772e+05|2.943211802e+25|5.773745984e+25|7.466360446e+25|5.206134226e+25|5.206134226e+27
5.798820179e+05|2.966706020e+25|5.120201757e+25|7.171019285e+25|4.924270772e+25|4.924270772e+27
5.816539718e+05|3.757427630e+25|5.896921442e+25|7.466463314e+25|5.347515952e+25|5.347515952e+27
5.834350656e+05|3.747974098e+25|6.354446623e+25|7.533014123e+25|5.448602646e+25|5.448602646e+27
5.849570985e+05|4.134059809e+25|6.428519238e+25|7.758023288e+25|5.643754867e+25|5.643754867e+27
5.863378086e+05|3.956643820e+25|6.464683535e+25|7.770843072e+25|5.678934344e+25|5.678934344e+27
5.878542179e+05|3.460983947e+25|6.108082136e+25|7.409052169e+25|5.376232963e+25|5.376232963e+27
5.893846267e+05|3.106645275e+25|5.965759123e+25|7.636912629e+25|5.355889777e+25|5.355889777e+27
5.909043124e+05|3.419871880e+25|5.809093679e+25|7.564708712e+25|5.326001292e+25|5.326001292e+27
5.923361075e+05|3.677100496e+25|6.044607965e+25|7.809718319e+25|5.470080695e+25|5.470080695e+27
5.937636570e+05|4.910520835e+25|6.836241978e+25|7.791531086e+25|6.088029243e+25|6.088029243e+27
5.952365054e+05|4.170566090e+25|6.526363858e+25|8.047281903e+25|5.795489488e+25|5.795489488e+27
5.967999915e+05|3.665136888e+25|6.285707746e+25|7.983249721e+25|5.732424397e+25|5.732424397e+27
5.983961166e+05|3.812459110e+25|6.403147107e+25|8.121976635e+25|5.892623968e+25|5.892623968e+27
5.998087532e+05|3.206688947e+25|6.560744022e+25|7.990996072e+25|5.607645745e+25|5.607645745e+27
6.012210936e+05|4.369157655e+25|6.615411794e+25|8.047920270e+25|6.042510125e+25|6.042510125e+27
6.027549207e+05|4.281307517e+25|6.742043840e+25|8.063676982e+25|5.892613184e+25|5.892613184e+27
6.043783275e+05|3.491983353e+25|6.373259643e+25|8.179142825e+25|5.538300604e+25|5.538300604e+27
6.061613175e+05|3.220047810e+25|5.787998962e+25|7.907223416e+25|5.382151330e+25|5.382151330e+27
6.075863178e+05|3.770804682e+25|6.615072788e+25|8.140954939e+25|5.790564259e+25|5.790564259e+27
6.090009892e+05|4.255556549e+25|6.739347601e+25|8.212633951e+25|5.991647736e+25|5.991647736e+27
6.104207256e+05|3.920452507e+25|5.968481371e+25|8.129503407e+25|5.639798910e+25|5.639798910e+27
6.119966336e+05|4.553168693e+25|6.700002226e+25|8.292620105e+25|6.037813026e+25|6.037813026e+27
6.136048763e+05|3.097971124e+25|6.702919616e+25|8.333588843e+25|5.717847161e+25|5.717847161e+27
6.149132653e+05|3.672831193e+25|5.789551272e+25|7.906837115e+25|5.501639977e+25|5.501639977e+27
6.162060966e+05|3.735525408e+25|6.572746802e+25|8.675769241e+25|5.919349525e+25|5.919349525e+27
6.174811328e+05|3.987663468e+25|7.654302790e+25|8.721524217e+25|6.275203245e+25|6.275203245e+27
6.188218511e+05|4.406030403e+25|7.207408678e+25|8.476337328e+25|6.219437014e+25|6.219437014e+27
6.203270439e+05|4.516797756e+25|7.598507156e+25|8.720895168e+25|6.410557459e+25|6.410557459e+27
6.216941505e+05|3.895585193e+25|7.129688024e+25|8.507420282e+25|6.164896693e+25|6.164896693e+27
6.230297144e+05|3.863500706e+25|6.566716229e+25|8.511482469e+25|5.981177981e+25|5.981177981e+27
6.244467906e+05|3.547233358e+25|6.505833376e+25|8.456624934e+25|5.978511204e+25|5.978511204e+27
6.256930932e+05|4.465198259e+25|6.978273344e+25|8.549997579e+25|6.268122210e+25|6.268122210e+27
6.270272975e+05|4.766907236e+25|6.871550958e+25|8.465833349e+25|6.203584397e+25|6.203584397e+27
6.284696916e+05|4.464381050e+25|6.927279888e+25|8.885618252e+25|6.212404625e+25|6.212404625e+27
6.299109870e+05|4.357703322e+25|7.175409013e+25|8.605388507e+25|6.439115060e+25|6.439115060e+27
6.311648199e+05|4.063616256e+25|7.356033762e+25|8.762921171e+25|6.396290744e+25|6.396290744e+27
6.323466797e+05|4.904298025e+25|7.445254402e+25|9.040204094e+25|6.599300223e+25|6.599300223e+27
6.338880412e+05|4.292572521e+25|6.745736899e+25|8.438568291e+25|6.118173256e+25|6.118173256e+27
6.351659722e+05|3.683208959e+25|7.129742302e+25|9.132341196e+25|6.261238455e+25|6.261238455e+27
6.364068813e+05|4.951476866e+25|7.692603584e+25|9.029158992e+25|6.892017616e+25|6.892017616e+27
6.377355465e+05|5.369303853e+25|7.099305846e+25|8.994188555e+25|6.538893942e+25|6.538893942e+27
6.392013916e+05|4.748025509e+25|7.734360153e+25|9.018337196e+25|6.725127497e+25|6.725127497e+27
6.405504280e+05|3.605871791e+25|7.373010766e+25|9.121790938e+25|6.321448933e+25|6.321448933e+27
6.417630222e+05|4.184424936e+25|7.435424764e+25|9.482387114e+25|6.659161077e+25|6.659161077e+27
6.433680286e+05|4.071803683e+25|7.186131220e+25|8.721690996e+25|6.163258403e+25|6.163258403e+27
6.446225756e+05|4.787882915e+25|7.831449984e+25|9.380027549e+25|6.743935671e+25|6.743935671e+27
6.458058829e+05|4.217786637e+25|6.950100769e+25|8.691389198e+25|6.312328684e+25|6.312328684e+27
6.472640827e+05|4.397105236e+25|7.326027909e+25|9.285833797e+25|6.602046609e+25|6.602046609e+27
