#radius[cm] density[g/cm^3] temperature[K] pressure[dyne/cm^2] sp.energy[erg/g] sp.entropy[erg/g/K] menclosed[g] matID
2.08711000e+07 1.13353741e+01 5.17810048e+03 2.43607331e+12 6.04114900e+10 1.82407930e+07 4.37553723e+23 402
2.10558000e+07 1.13352293e+01 5.17800782e+03 2.43593540e+12 6.04087387e+10 1.82407930e+07 4.49217954e+23 402
2.12405000e+07 1.13350832e+01 5.17791435e+03 2.43579627e+12 6.04059629e+10 1.82407930e+07 4.61087567e+23 402
2.14252000e+07 1.13349358e+01 5.17782005e+03 2.43565592e+12 6.04031628e+10 1.82407930e+07 4.73164349e+23 402
2.16099000e+07 1.13347871e+01 5.17772493e+03 2.43551435e+12 6.04003383e+10 1.82407930e+07 4.85450090e+23 402
2.17946000e+07 1.13346371e+01 5.17762899e+03 2.43537155e+12 6.03974895e+10 1.82407930e+07 4.97946576e+23 402
2.19793000e+07 1.13344859e+01 5.17753222e+03 2.43522753e+12 6.03946162e+10 1.82407930e+07 5.10655597e+23 402
2.21640000e+07 1.13343333e+01 5.17743464e+03 2.43508229e+12 6.03917185e+10 1.82407930e+07 5.23578940e+23 402
2.23487000e+07 1.13341795e+01 5.17733623e+03 2.43493582e+12 6.03887964e+10 1.82407930e+07 5.36718393e+23 402
2.25334000e+07 1.13340244e+01 5.17723700e+03 2.43478814e+12 6.03858500e+10 1.82407930e+07 5.50075742e+23 402
2.27181000e+07 1.13338680e+01 5.17713696e+03 2.43463923e+12 6.03828791e+10 1.82407930e+07 5.63652777e+23 402
2.29028000e+07 1.13337104e+01 5.17703609e+03 2.43448910e+12 6.03798839e+10 1.82407930e+07 5.77451283e+23 402
2.30875000e+07 1.13335514e+01 5.17693440e+03 2.43433774e+12 6.03768643e+10 1.82407930e+07 5.91473048e+23 402
2.32722000e+07 1.13333912e+01 5.17683188e+03 2.43418517e+12 6.03738204e+10 1.82407930e+07 6.05719859e+23 402
2.34569000e+07 1.13332296e+01 5.17672855e+03 2.43403137e+12 6.03707520e+10 1.82407930e+07 6.20193502e+23 402
