#radius[cm] density[g/cm^3] temperature[K] pressure[dyne/cm^2] sp.energy[erg/g] sp.entropy[erg/g/K] menclosed[g] matID
5.82400000e+06 6.62807744e+00 2.43518949e+03 7.81633030e+10 1.68829487e+10 1.94283669e+07 5.55855947e+21 402
5.87600000e+06 6.62805925e+00 2.43517471e+03 7.81596020e+10 1.68829170e+10 1.94283669e+07 5.70810188e+21 402
5.92800000e+06 6.62804089e+00 2.43515979e+03 7.81558678e+10 1.68828849e+10 1.94283669e+07 5.86030234e+21 402
5.98000000e+06 6.62802238e+00 2.43514474e+03 7.81521005e+10 1.68828527e+10 1.94283669e+07 6.01518427e+21 402
6.03200000e+06 6.62800370e+00 2.43512955e+03 7.81483000e+10 1.68828201e+10 1.94283669e+07 6.17277107e+21 402
6.08400000e+06 6.62798485e+00 2.43511424e+03 7.81444664e+10 1.68827872e+10 1.94283669e+07 6.33308615e+21 402
6.13600000e+06 6.62796585e+00 2.43509879e+03 7.81405995e+10 1.68827541e+10 1.94283669e+07 6.49615290e+21 402
6.18800000e+06 6.62794668e+00 2.43508321e+03 7.81366995e+10 1.68827206e+10 1.94283669e+07 6.66199473e+21 402
6.24000000e+06 6.62792734e+00 2.43506750e+03 7.81327664e+10 1.68826869e+10 1.94283669e+07 6.83063504e+21 402
6.29200000e+06 6.62790785e+00 2.43505165e+03 7.81288000e+10 1.68826529e+10 1.94283669e+07 7.00209723e+21 402
6.34400000e+06 6.62788819e+00 2.43503568e+03 7.81248005e+10 1.68826186e+10 1.94283669e+07 7.17640471e+21 402
6.39600000e+06 6.62786837e+00 2.43501956e+03 7.81207678e+10 1.68825841e+10 1.94283669e+07 7.35358087e+21 402
6.44800000e+06 6.62784838e+00 2.43500332e+03 7.81167020e+10 1.68825492e+10 1.94283669e+07 7.53364912e+21 402
6.50000000e+06 6.62782823e+00 2.43498695e+03 7.81126029e+10 1.68825141e+10 1.94283669e+07 7.71663285e+21 402
6.55200000e+06 6.62780792e+00 2.43497044e+03 7.81084707e+10 1.68824786e+10 1.94283669e+07 7.90255547e+21 402
6.60400000e+06 6.62778745e+00 2.43495380e+03 7.81043054e+10 1.68824429e+10 1.94283669e+07 8.09144038e+21 402
6.65600000e+06 6.62776681e+00 2.43493703e+03 7.81001069e+10 1.68824069e+10 1.94283669e+07 8.28331097e+21 402
6.70800000e+06 6.62774601e+00 2.43492012e+03 7.80958752e+10 1.68823707e+10 1.94283669e+07 8.47819064e+21 402
6.76000000e+06 6.62772505e+00 2.43490308e+03 7.80916103e+10 1.68823341e+10 1.94283669e+07 8.67610279e+21 402
6.81200000e+06 6.62770392e+00 2.43488591e+03 7.80873123e+10 1.68822973e+10 1.94283669e+07 8.87707081e+21 402
6.86400000e+06 6.62768263e+00 2.43486861e+03 7.80829811e+10 1.68822601e+10 1.94283669e+07 9.08111812e+21 402
6.91600000e+06 6.62766118e+00 2.43485117e+03 7.80786167e+10 1.68822227e+10 1.94283669e+07 9.28826809e+21 402
6.96800000e+06 6.62763957e+00 2.43483361e+03 7.80742192e+10 1.68821850e+10 1.94283669e+07 9.49854413e+21 402
7.02000000e+06 6.62761779e+00 2.43481590e+03 7.80697885e+10 1.68821470e+10 1.94283669e+07 9.71196963e+21 402
7.07200000e+06 6.62759585e+00 2.43479807e+03 7.80653247e+10 1.68821088e+10 1.94283669e+07 9.92856799e+21 402
7.12400000e+06 6.62757374e+00 2.43478011e+03 7.80608277e+10 1.68820702e+10 1.94283669e+07 1.01483626e+22 402
7.17600000e+06 6.62755147e+00 2.43476201e+03 7.80562975e+10 1.68820314e+10 1.94283669e+07 1.03713769e+22 402
7.22800000e+06 6.62752904e+00 2.43474378e+03 7.80517342e+10 1.68819923e+10 1.94283669e+07 1.05976342e+22 402
7.28000000e+06 6.62750645e+00 2.43472542e+03 7.80471377e+10 1.68819529e+10 1.94283669e+07 1.08271579e+22 402
7.33200000e+06 6.62748369e+00 2.43470692e+03 7.80425080e+10 1.68819132e+10 1.94283669e+07 1.10599715e+22 402
7.38400000e+06 6.62746078e+00 2.43468829e+03 7.80378452e+10 1.68818732e+10 1.94283669e+07 1.12960983e+22 402
7.43600000e+06 6.62743769e+00 2.43466953e+03 7.80331492e+10 1.68818330e+10 1.94283669e+07 1.15355617e+22 402
7.48800000e+06 6.62741445e+00 2.43465064e+03 7.80284201e+10 1.68817924e+10 1.94283669e+07 1.17783850e+22 402
7.54000000e+06 6.62739104e+00 2.43463161e+03 7.80236578e+10 1.68817516e+10 1.94283669e+07 1.20245918e+22 402
7.59200000e+06 6.62736747e+00 2.43461246e+03 7.80188623e+10 1.68817105e+10 1.94283669e+07 1.22742054e+22 402
7.64400000e+06 6.62734373e+00 2.43459317e+03 7.80140337e+10 1.68816691e+10 1.94283669e+07 1.25272492e+22 402
7.69600000e+06 6.62731984e+00 2.43457374e+03 7.80091719e+10 1.68816274e+10 1.94283669e+07 1.27837465e+22 402
7.74800000e+06 6.62729578e+00 2.43455419e+03 7.80042770e+10 1.68815855e+10 1.94283669e+07 1.30437207e+22 402
7.80000000e+06 6.62727155e+00 2.43453450e+03 7.79993489e+10 1.68815432e+10 1.94283669e+07 1.33071954e+22 402
7.85200000e+06 6.62724717e+00 2.43451468e+03 7.79943877e+10 1.68815007e+10 1.94283669e+07 1.35741937e+22 402
7.90400000e+06 6.62722262e+00 2.43449473e+03 7.79893933e+10 1.68814579e+10 1.94283669e+07 1.38447391e+22 402
7.95600000e+06 6.62719791e+00 2.43447464e+03 7.79843658e+10 1.68814148e+10 1.94283669e+07 1.41188551e+22 402
8.00800000e+06 6.62717303e+00 2.43445443e+03 7.79793051e+10 1.68813714e+10 1.94283669e+07 1.43965649e+22 402
8.06000000e+06 6.62714799e+00 2.43443408e+03 7.79742112e+10 1.68813277e+10 1.94283669e+07 1.46778921e+22 402
