#RRR|Lz25|Lz50|Lz75|Lzmean|
3.234733723e+05|7.230319836e+26|1.507962481e+27|2.300844626e+27|1.614792787e+27|1.614792787e+29
4.922688111e+05|2.490745824e+27|3.993953312e+27|4.853638248e+27|3.547155761e+27|3.547155761e+29
5.845488751e+05|3.191548319e+27|5.657404371e+27|6.658734224e+27|4.914584911e+27|4.914584911e+29
6.548004293e+05|4.044443537e+27|7.086565466e+27|8.683881874e+27|6.185419778e+27|6.185419778e+29
7.125394062e+05|4.784864155e+27|7.763886361e+27|1.015839749e+28|7.051898724e+27|7.051898724e+29
7.631625615e+05|6.172190261e+27|9.554453184e+27|1.161027743e+28|8.617071859e+27|8.617071859e+29
8.060587046e+05|6.315965570e+27|1.135379104e+28|1.330621305e+28|9.730135567e+27|9.730135567e+29
8.440215969e+05|5.774308473e+27|1.044320178e+28|1.392995965e+28|9.649199340e+27|9.649199340e+29
8.828227359e+05|8.468348247e+27|1.317725771e+28|1.573896174e+28|1.157569383e+28|1.157569383e+30
9.165002438e+05|7.951417895e+27|1.352474651e+28|1.627414996e+28|1.185618245e+28|1.185618245e+30
9.459118947e+05|8.963679679e+27|1.461935485e+28|1.809624013e+28|1.330710365e+28|1.330710365e+30
9.749513479e+05|7.298805627e+27|1.507234380e+28|1.921604868e+28|1.307197460e+28|1.307197460e+30
1.003459508e+06|9.592262271e+27|1.624435980e+28|2.049092572e+28|1.456767513e+28|1.456767513e+30
1.030808978e+06|1.177540205e+28|1.778623747e+28|2.103662541e+28|1.560596811e+28|1.560596811e+30
1.055159287e+06|1.068216052e+28|1.761735365e+28|2.243828186e+28|1.606627530e+28|1.606627530e+30
1.079304679e+06|1.083726938e+28|1.835568041e+28|2.320891754e+28|1.664712225e+28|1.664712225e+30
1.101051358e+06|1.077386604e+28|1.843050641e+28|2.447405886e+28|1.734901537e+28|1.734901537e+30
1.122626460e+06|1.200419382e+28|1.889393597e+28|2.525186967e+28|1.728082043e+28|1.728082043e+30
1.144951683e+06|1.465892053e+28|2.263385616e+28|2.703628438e+28|1.984396081e+28|1.984396081e+30
1.165820721e+06|1.232318742e+28|2.284393704e+28|2.737626148e+28|1.978725273e+28|1.978725273e+30
1.184556632e+06|1.269615916e+28|2.253411368e+28|2.755097362e+28|1.938640164e+28|1.938640164e+30
1.204122536e+06|1.523125103e+28|2.310948007e+28|2.911610674e+28|2.167203552e+28|2.167203552e+30
1.223325907e+06|1.590592025e+28|2.427794416e+28|3.052306305e+28|2.211062421e+28|2.211062421e+30
1.240864165e+06|1.206518497e+28|2.428750269e+28|3.044481958e+28|2.106603712e+28|2.106603712e+30
1.257148551e+06|1.456836770e+28|2.407707077e+28|3.241567018e+28|2.262907721e+28|2.262907721e+30
1.274714404e+06|1.091186278e+28|2.627895936e+28|3.271897843e+28|2.217786267e+28|2.217786267e+30
1.293121694e+06|1.811097174e+28|2.908167671e+28|3.409907078e+28|2.558045942e+28|2.558045942e+30
1.308449892e+06|1.566943520e+28|2.556929426e+28|3.478043769e+28|2.413333079e+28|2.413333079e+30
1.323946010e+06|1.778474522e+28|3.032046938e+28|3.581398504e+28|2.641303150e+28|2.641303150e+30
1.338885930e+06|1.743096174e+28|2.835377853e+28|3.582524433e+28|2.541694800e+28|2.541694800e+30
1.354661660e+06|1.947742202e+28|2.852513751e+28|3.621966296e+28|2.684146506e+28|2.684146506e+30
1.369191890e+06|1.801424848e+28|3.018064667e+28|3.838633329e+28|2.709184653e+28|2.709184653e+30
1.382702331e+06|1.486736169e+28|3.304062627e+28|3.977548753e+28|2.742153379e+28|2.742153379e+30
1.397355346e+06|1.518159146e+28|3.033604907e+28|3.779364367e+28|2.664108071e+28|2.664108071e+30
1.412063526e+06|1.738312499e+28|3.178913946e+28|4.004206147e+28|2.777537487e+28|2.777537487e+30
1.426243306e+06|2.411160768e+28|3.342893008e+28|4.217959023e+28|3.064115384e+28|3.064115384e+30
1.439919128e+06|1.781690845e+28|3.298650435e+28|4.070660769e+28|2.864625298e+28|2.864625298e+30
1.453206277e+06|2.347257810e+28|3.475296380e+28|4.257158983e+28|3.211531793e+28|3.211531793e+30
1.465800329e+06|2.115458517e+28|3.357560750e+28|4.297462237e+28|3.088632139e+28|3.088632139e+30
1.478783063e+06|2.159895322e+28|3.738639845e+28|4.433912455e+28|3.238776357e+28|3.238776357e+30
