#RRR|Lz25|Lz50|Lz75|Lzmean|
1.629549292e+05|1.428027781e+24|3.222188318e+24|4.918321207e+24|3.295272315e+24|3.295272315e+26
2.470863550e+05|5.218221927e+24|7.783671066e+24|9.927753904e+24|7.417988429e+24|7.417988429e+26
2.927299212e+05|6.202475909e+24|1.083438022e+25|1.358076264e+25|9.840407122e+24|9.840407122e+26
3.304229931e+05|8.675452595e+24|1.482701748e+25|1.752747217e+25|1.296200223e+25|1.296200223e+27
3.569418806e+05|9.778198084e+24|1.673192953e+25|2.086794802e+25|1.487045873e+25|1.487045873e+27
3.832332586e+05|1.175624703e+25|1.866378515e+25|2.411479252e+25|1.721844017e+25|1.721844017e+27
4.053696331e+05|1.126398659e+25|2.186863688e+25|2.673991011e+25|1.903480951e+25|1.903480951e+27
4.243077446e+05|1.546936245e+25|2.418091588e+25|2.935768963e+25|2.200643973e+25|2.200643973e+27
4.417230340e+05|1.644113840e+25|2.492706420e+25|3.140117230e+25|2.268913640e+25|2.268913640e+27
4.611974461e+05|1.547332087e+25|2.771614757e+25|3.472146907e+25|2.447141793e+25|2.447141793e+27
4.760422869e+05|1.650578768e+25|3.021795887e+25|3.711603277e+25|2.632738074e+25|2.632738074e+27
4.887731588e+05|1.815948002e+25|3.212959565e+25|3.916785379e+25|2.864287576e+25|2.864287576e+27
5.023558498e+05|1.962923718e+25|3.239249378e+25|4.158016280e+25|2.921242499e+25|2.921242499e+27
5.178094432e+05|2.049991660e+25|3.411174158e+25|4.291450602e+25|3.028628526e+25|3.028628526e+27
5.308585426e+05|2.233649277e+25|3.782568033e+25|4.620703764e+25|3.366101915e+25|3.366101915e+27
5.418067225e+05|2.249128726e+25|3.886127291e+25|4.833477428e+25|3.436882484e+25|3.436882484e+27
5.520560217e+05|1.955830972e+25|3.562235920e+25|4.951966383e+25|3.319680713e+25|3.319680713e+27
5.630263102e+05|3.063671781e+25|4.297400926e+25|5.181305435e+25|3.886024786e+25|3.886024786e+27
5.739654250e+05|2.938960634e+25|4.629046635e+25|5.494940876e+25|4.109627718e+25|4.109627718e+27
5.848040797e+05|2.181551352e+25|4.204681480e+25|5.392748245e+25|3.725962561e+25|3.725962561e+27
5.953651887e+05|2.701437524e+25|4.594252318e+25|5.753649788e+25|4.137147380e+25|4.137147380e+27
6.047011808e+05|2.976686237e+25|4.760212204e+25|5.771086022e+25|4.247054084e+25|4.247054084e+27
6.141568648e+05|2.631592451e+25|5.309153189e+25|6.177909901e+25|4.478665884e+25|4.478665884e+27
6.217377093e+05|2.948658766e+25|4.781823308e+25|6.399440661e+25|4.516032694e+25|4.516032694e+27
6.298102401e+05|3.018838304e+25|4.965578678e+25|6.466255618e+25|4.581042014e+25|4.581042014e+27
6.382584208e+05|3.063705146e+25|5.185767269e+25|6.574740717e+25|4.678146560e+25|4.678146560e+27
6.484827671e+05|3.743257779e+25|6.050667760e+25|7.031364339e+25|5.340695786e+25|5.340695786e+27
