#radius[cm] density[g/cm^3] temperature[K] pressure[dyne/cm^2] sp.energy[erg/g] sp.entropy[erg/g/K] menclosed[g] matID
1.37643333e+07 1.19822079e+01 5.50854869e+03 3.09149614e+12 7.30651721e+10 1.81580049e+07 1.33719001e+23 402
1.39609667e+07 1.19821100e+01 5.50848836e+03 3.09138833e+12 7.30630604e+10 1.81580049e+07 1.39489785e+23 402
1.41576000e+07 1.19820107e+01 5.50842715e+03 3.09127896e+12 7.30609183e+10 1.81580049e+07 1.45424223e+23 402
1.43542333e+07 1.19819100e+01 5.50836508e+03 3.09116805e+12 7.30587459e+10 1.81580049e+07 1.51524600e+23 402
1.45508667e+07 1.19818078e+01 5.50830214e+03 3.09105558e+12 7.30565431e+10 1.81580049e+07 1.57793203e+23 402
1.47475000e+07 1.19817043e+01 5.50823834e+03 3.09094157e+12 7.30543100e+10 1.81580049e+07 1.64232318e+23 402
1.49441333e+07 1.19815994e+01 5.50817366e+03 3.09082600e+12 7.30520466e+10 1.81580049e+07 1.70844230e+23 402
1.51407667e+07 1.19814930e+01 5.50810812e+03 3.09070889e+12 7.30497528e+10 1.81580049e+07 1.77631225e+23 402
1.53374000e+07 1.19813852e+01 5.50804172e+03 3.09059023e+12 7.30474286e+10 1.81580049e+07 1.84595589e+23 402
1.55340333e+07 1.19812761e+01 5.50797444e+03 3.09047002e+12 7.30450741e+10 1.81580049e+07 1.91739606e+23 402
1.57306667e+07 1.19811655e+01 5.50790630e+03 3.09034826e+12 7.30426893e+10 1.81580049e+07 1.99065563e+23 402
1.59273000e+07 1.19810535e+01 5.50783730e+03 3.09022495e+12 7.30402742e+10 1.81580049e+07 2.06575743e+23 402
1.61239333e+07 1.19809401e+01 5.50776742e+03 3.09010009e+12 7.30378287e+10 1.81580049e+07 2.14272434e+23 402
1.63205667e+07 1.19808253e+01 5.50769668e+03 3.08997369e+12 7.30353528e+10 1.81580049e+07 2.22157918e+23 402
1.65172000e+07 1.19807091e+01 5.50762507e+03 3.08984573e+12 7.30328466e+10 1.81580049e+07 2.30234481e+23 402
1.67138333e+07 1.19805915e+01 5.50755260e+03 3.08971623e+12 7.30303101e+10 1.81580049e+07 2.38504408e+23 402
1.69104667e+07 1.19804725e+01 5.50747926e+03 3.08958518e+12 7.30277433e+10 1.81580049e+07 2.46969983e+23 402
1.71071000e+07 1.19803521e+01 5.50740505e+03 3.08945257e+12 7.30251461e+10 1.81580049e+07 2.55633490e+23 402
1.73037333e+07 1.19802303e+01 5.50732997e+03 3.08931842e+12 7.30225186e+10 1.81580049e+07 2.64497214e+23 402
1.75003667e+07 1.19801070e+01 5.50725403e+03 3.08918273e+12 7.30198608e+10 1.81580049e+07 2.73563438e+23 402
1.76970000e+07 1.19799824e+01 5.50717722e+03 3.08904548e+12 7.30171726e+10 1.81580049e+07 2.82834447e+23 402
1.78936333e+07 1.19798563e+01 5.50709955e+03 3.08890668e+12 7.30144541e+10 1.81580049e+07 2.92312525e+23 402
1.80902667e+07 1.19797289e+01 5.50702101e+03 3.08876634e+12 7.30117053e+10 1.81580049e+07 3.01999954e+23 402
1.82869000e+07 1.19796000e+01 5.50694160e+03 3.08862445e+12 7.30089262e+10 1.81580049e+07 3.11899019e+23 402
1.84835333e+07 1.19794698e+01 5.50686133e+03 3.08848101e+12 7.30061167e+10 1.81580049e+07 3.22012003e+23 402
1.86801667e+07 1.19793381e+01 5.50678019e+03 3.08833602e+12 7.30032769e+10 1.81580049e+07 3.32341189e+23 402
1.88768000e+07 1.19792050e+01 5.50669818e+03 3.08818949e+12 7.30004069e+10 1.81580049e+07 3.42888860e+23 402
1.90734333e+07 1.19790705e+01 5.50661531e+03 3.08804140e+12 7.29975064e+10 1.81580049e+07 3.53657299e+23 402
1.92700667e+07 1.19789346e+01 5.50653157e+03 3.08789177e+12 7.29945757e+10 1.81580049e+07 3.64648789e+23 402
1.94667000e+07 1.19787973e+01 5.50644697e+03 3.08774059e+12 7.29916147e+10 1.81580049e+07 3.75865612e+23 402
1.96633333e+07 1.19786586e+01 5.50636150e+03 3.08758787e+12 7.29886233e+10 1.81580049e+07 3.87310051e+23 402
1.98599667e+07 1.19785185e+01 5.50627516e+03 3.08743359e+12 7.29856017e+10 1.81580049e+07 3.98984388e+23 402
2.00566000e+07 1.19783770e+01 5.50618796e+03 3.08727777e+12 7.29825497e+10 1.81580049e+07 4.10890905e+23 402
2.02532333e+07 1.19782341e+01 5.50609989e+03 3.08712040e+12 7.29794674e+10 1.81580049e+07 4.23031884e+23 402
2.04498667e+07 1.19780898e+01 5.50601096e+03 3.08696148e+12 7.29763548e+10 1.81580049e+07 4.35409607e+23 402
2.06465000e+07 1.19779441e+01 5.50592116e+03 3.08680102e+12 7.29732120e+10 1.81580049e+07 4.48026356e+23 402
2.08431333e+07 1.19777969e+01 5.50583049e+03 3.08663901e+12 7.29700388e+10 1.81580049e+07 4.60884412e+23 402
2.10397667e+07 1.19776484e+01 5.50573896e+03 3.08647545e+12 7.29668353e+10 1.81580049e+07 4.73986055e+23 402
2.12364000e+07 1.19774985e+01 5.50564656e+03 3.08631035e+12 7.29636015e+10 1.81580049e+07 4.87333569e+23 402
2.14330333e+07 1.19773471e+01 5.50555330e+03 3.08614370e+12 7.29603374e+10 1.81580049e+07 5.00929232e+23 402
2.16296667e+07 1.19771944e+01 5.50545917e+03 3.08597550e+12 7.29570430e+10 1.81580049e+07 5.14775327e+23 402
2.18263000e+07 1.19770402e+01 5.50536417e+03 3.08580576e+12 7.29537184e+10 1.81580049e+07 5.28874133e+23 402
2.20229333e+07 1.19768847e+01 5.50526831e+03 3.08563446e+12 7.29503634e+10 1.81580049e+07 5.43227931e+23 402
2.22195667e+07 1.19767277e+01 5.50517159e+03 3.08546163e+12 7.29469782e+10 1.81580049e+07 5.57839002e+23 402
2.24162000e+07 1.19765693e+01 5.50507400e+03 3.08528724e+12 7.29435626e+10 1.81580049e+07 5.72709625e+23 402
2.26128333e+07 1.19764096e+01 5.50497554e+03 3.08511131e+12 7.29401168e+10 1.81580049e+07 5.87842081e+23 402
2.28094667e+07 1.19762484e+01 5.50487622e+03 3.08493384e+12 7.29366407e+10 1.81580049e+07 6.03238648e+23 402
2.30061000e+07 1.19760858e+01 5.50477603e+03 3.08475482e+12 7.29331343e+10 1.81580049e+07 6.18901607e+23 402
2.32027333e+07 1.19759218e+01 5.50467498e+03 3.08457425e+12 7.29295977e+10 1.81580049e+07 6.34833237e+23 402
2.33993667e+07 1.19757564e+01 5.50457306e+03 3.08439213e+12 7.29260307e+10 1.81580049e+07 6.51035816e+23 402
2.35960000e+07 1.19755897e+01 5.50447028e+03 3.08420847e+12 7.29224335e+10 1.81580049e+07 6.67511625e+23 402
2.37926333e+07 1.19754215e+01 5.50436664e+03 3.08402327e+12 7.29188060e+10 1.81580049e+07 6.84262941e+23 402
2.39892667e+07 1.19752519e+01 5.50426212e+03 3.08383652e+12 7.29151482e+10 1.81580049e+07 7.01292043e+23 402
2.41859000e+07 1.19750809e+01 5.50415675e+03 3.08364822e+12 7.29114602e+10 1.81580049e+07 7.18601210e+23 402
2.43825333e+07 1.19749085e+01 5.50405051e+03 3.08345838e+12 7.29077419e+10 1.81580049e+07 7.36192720e+23 402
2.45791667e+07 1.19747346e+01 5.50394340e+03 3.08326699e+12 7.29039933e+10 1.81580049e+07 7.54068850e+23 402
2.47758000e+07 1.19745594e+01 5.50383543e+03 3.08307406e+12 7.29002145e+10 1.81580049e+07 7.72231879e+23 402
2.49724333e+07 1.19743828e+01 5.50372659e+03 3.08287958e+12 7.28964054e+10 1.81580049e+07 7.90684085e+23 402
2.51690667e+07 1.19742045e+01 5.50361670e+03 3.08268356e+12 7.28925654e+10 1.81580049e+07 8.09427743e+23 402
2.53657000e+07 1.19740239e+01 5.50350539e+03 3.08248599e+12 7.28886931e+10 1.81580049e+07 8.28465132e+23 402
2.55623333e+07 1.19738418e+01 5.50339321e+03 3.08228688e+12 7.28847905e+10 1.81580049e+07 8.47798526e+23 402
2.57589667e+07 1.19736584e+01 5.50328015e+03 3.08208623e+12 7.28808576e+10 1.81580049e+07 8.67430203e+23 402
2.59556000e+07 1.19734735e+01 5.50316623e+03 3.08188403e+12 7.28768945e+10 1.81580049e+07 8.87362439e+23 402
2.61522333e+07 1.19732872e+01 5.50305144e+03 3.08168028e+12 7.28729010e+10 1.81580049e+07 9.07597510e+23 402
2.63488667e+07 1.19730996e+01 5.50293577e+03 3.08147499e+12 7.28688774e+10 1.81580049e+07 9.28137692e+23 402
2.65455000e+07 1.19729105e+01 5.50281924e+03 3.08126816e+12 7.28648234e+10 1.81580049e+07 9.48985261e+23 402
2.67421333e+07 1.19727199e+01 5.50270183e+03 3.08105978e+12 7.28607392e+10 1.81580049e+07 9.70142492e+23 402
2.69387667e+07 1.19725280e+01 5.50258356e+03 3.08084986e+12 7.28566247e+10 1.81580049e+07 9.91611662e+23 402
2.71354000e+07 1.19723347e+01 5.50246442e+03 3.08063840e+12 7.28524800e+10 1.81580049e+07 1.01339504e+24 402
2.73320333e+07 1.19721399e+01 5.50234440e+03 3.08042539e+12 7.28483050e+10 1.81580049e+07 1.03549492e+24 402
2.75286667e+07 1.19719438e+01 5.50222352e+03 3.08021084e+12 7.28440998e+10 1.81580049e+07 1.05791355e+24 402
2.77253000e+07 1.19717462e+01 5.50210177e+03 3.07999474e+12 7.28398643e+10 1.81580049e+07 1.08065322e+24 402
2.79219333e+07 1.19715472e+01 5.50197914e+03 3.07977710e+12 7.28355986e+10 1.81580049e+07 1.10371620e+24 402
2.81185667e+07 1.19713469e+01 5.50185565e+03 3.07955792e+12 7.28313026e+10 1.81580049e+07 1.12710477e+24 402
2.83152000e+07 1.19711451e+01 5.50173129e+03 3.07933720e+12 7.28269764e+10 1.81580049e+07 1.15082120e+24 402
2.85118333e+07 1.19709418e+01 5.50160606e+03 3.07911493e+12 7.28226199e+10 1.81580049e+07 1.17486776e+24 402
2.87084667e+07 1.19707372e+01 5.50147996e+03 3.07889112e+12 7.28182332e+10 1.81580049e+07 1.19924673e+24 402
2.89051000e+07 1.19705312e+01 5.50135299e+03 3.07866576e+12 7.28138163e+10 1.81580049e+07 1.22396038e+24 402
2.91017333e+07 1.19703238e+01 5.50122515e+03 3.07843887e+12 7.28093691e+10 1.81580049e+07 1.24901098e+24 402
2.92983667e+07 1.19701149e+01 5.50109645e+03 3.07821043e+12 7.28048917e+10 1.81580049e+07 1.27440081e+24 402
2.94950000e+07 1.19699046e+01 5.50096687e+03 3.07798045e+12 7.28003841e+10 1.81580049e+07 1.30013213e+24 402
2.96916333e+07 1.19696930e+01 5.50083643e+03 3.07774893e+12 7.27958463e+10 1.81580049e+07 1.32620722e+24 402
2.98882667e+07 1.19694799e+01 5.50070511e+03 3.07751586e+12 7.27912782e+10 1.81580049e+07 1.35262836e+24 402
3.00849000e+07 1.19692654e+01 5.50057293e+03 3.07728126e+12 7.27866799e+10 1.81580049e+07 1.37939781e+24 402
3.02815333e+07 1.19690495e+01 5.50043988e+03 3.07704511e+12 7.27820514e+10 1.81580049e+07 1.40651784e+24 402
3.04781667e+07 1.19688322e+01 5.50030596e+03 3.07680742e+12 7.27773926e+10 1.81580049e+07 1.43399073e+24 402
3.06748000e+07 1.19686135e+01 5.50017117e+03 3.07656819e+12 7.27727037e+10 1.81580049e+07 1.46181875e+24 402
3.08714333e+07 1.19683933e+01 5.50003552e+03 3.07632742e+12 7.27679845e+10 1.81580049e+07 1.49000416e+24 402
3.10680667e+07 1.19681718e+01 5.49989899e+03 3.07608510e+12 7.27632352e+10 1.81580049e+07 1.51854925e+24 402
3.12647000e+07 1.19679489e+01 5.49976160e+03 3.07584125e+12 7.27584556e+10 1.81580049e+07 1.54745627e+24 402
