#RRR|Lz25|Lz50|Lz75|Lzmean|
3.239174742e+05|9.745549170e+25|2.435006074e+26|3.880834909e+26|2.567735749e+26|2.567735749e+28
4.921124751e+05|3.281231588e+26|5.890684819e+26|7.772062090e+26|5.676710983e+26|5.676710983e+28
5.847301023e+05|4.843148586e+26|9.239624358e+26|1.097377476e+27|7.978359872e+26|7.978359872e+28
6.546387142e+05|7.567275600e+26|1.088898517e+27|1.380497619e+27|1.001575655e+27|1.001575655e+29
7.134173475e+05|6.134591672e+26|1.273315190e+27|1.657773102e+27|1.179587329e+27|1.179587329e+29
7.616787864e+05|1.057051449e+27|1.520882374e+27|1.871950132e+27|1.360235822e+27|1.360235822e+29
8.066876294e+05|1.091465835e+27|1.719800015e+27|2.109615012e+27|1.574242147e+27|1.574242147e+29
8.450686013e+05|9.310065000e+26|1.793705675e+27|2.339084669e+27|1.602979245e+27|1.602979245e+29
8.836445762e+05|9.459515890e+26|2.064419486e+27|2.512751797e+27|1.778813339e+27|1.778813339e+29
9.153010382e+05|1.671342880e+27|2.290697241e+27|2.801810860e+27|2.105647694e+27|2.105647694e+29
9.462443211e+05|1.368061962e+27|2.201846375e+27|2.757850598e+27|2.024656918e+27|2.024656918e+29
9.763008051e+05|1.546653062e+27|2.787993317e+27|3.213776890e+27|2.305491520e+27|2.305491520e+29
1.005104524e+06|1.252354483e+27|2.630358411e+27|3.277839794e+27|2.314369475e+27|2.314369475e+29
1.030557049e+06|1.392438483e+27|2.699575885e+27|3.506155363e+27|2.430152707e+27|2.430152707e+29
1.055379869e+06|2.242935306e+27|3.117798409e+27|3.675033090e+27|2.789321745e+27|2.789321745e+29
1.078824876e+06|1.940175202e+27|2.966752259e+27|3.687331609e+27|2.732289103e+27|2.732289103e+29
1.102489106e+06|1.737004921e+27|3.026409963e+27|3.985746641e+27|2.785262316e+27|2.785262316e+29
1.125188548e+06|2.049910500e+27|3.492965987e+27|4.192183017e+27|2.997819905e+27|2.997819905e+29
1.146195373e+06|1.570773417e+27|3.601064696e+27|4.358341073e+27|3.006986707e+27|3.006986707e+29
1.166299690e+06|2.435003766e+27|3.655421341e+27|4.537711853e+27|3.326157910e+27|3.326157910e+29
1.185820922e+06|1.888705816e+27|3.471360656e+27|4.667844863e+27|3.215677944e+27|3.215677944e+29
1.204058364e+06|2.473547863e+27|3.762298205e+27|4.721759151e+27|3.426171395e+27|3.426171395e+29
1.222582313e+06|2.695632584e+27|4.016469610e+27|4.953345200e+27|3.678470237e+27|3.678470237e+29
1.243470634e+06|2.241434614e+27|4.046063521e+27|5.076542610e+27|3.556350417e+27|3.556350417e+29
