0., 2200.
22.277227722772295, 2193.2795753802184
133.66336633663354, 2188.1473920587932
274.75247524752467, 2173.069306930693
452.97029702970303, 2172.775339389609
675.7425742574255, 2162.5109727467593
898.5148514851485, 2147.298152495662
1158.4158415841584, 2136.9725426150862
1388.6138613861385, 2116.799020108196
1603.960396039604, 2096.649994896397
1730.19801980198, 2091.493314279882
1819.3069306930693, 2086.3978769010923
1952.970297029703, 2066.3835868122896
2175.7425742574255, 2041.2738593446975
2361.3861386138615, 1986.5346534653468
2495.0495049504952, 1941.7780953353067
2613.861386138614, 1882.200673675615
2762.3762376237623, 1797.8319893845055
2910.891089108911, 1708.5148514851485
2992.5742574257424, 1609.4110441972034
3074.2574257425736, 1535.049504950495
3170.792079207921, 1440.8696539757068
3230.1980198019805, 1376.441767888129
3267.326732673267, 1277.411452485455
3319.306930693069, 1153.614371746453
3311.8811881188117, 1039.8121874043075
3326.732673267327, 935.8701643360212
3349.009900990099, 841.8127998366849
3349.009900990099, 747.7921812799841
3356.4356435643563, 648.8108604674903
3363.8613861386134, 539.9326324385015
3371.2871287128705, 436.00285801776045
3378.7128712871286, 356.81535163825674
3378.7128712871286, 262.7947330815555
3386.1386138613857, 193.50413391854636
3410., 150.
